ID,VL_FATU,VL_SLDO,DT_ABRT,DS_CNAE,DT_REFE,VL_SAIDA_TOTAL,QTD_TRANS_SAIDA,VL_SAIDA_MEDIO,TIPO_TRANS_PREF,VL_ENTRADA_TOTAL,QTD_TRANS_ENTRADA,VL_LIQUIDO_TRANS,QTD_TRANS_TOTAL,FATU_SALDO_RATIO,CLUSTER
CNPJ_01871,97564,-6780,2020-07-02,Serviços de tecnologia da informação,2025-05-31,576.0,6.0,96.0,PIX,25.0,1.0,-551.0,7.0,14.389970501474926,0
CNPJ_02933,163447,3936,2019-10-15,Educação superior,2025-02-28,29.0,1.0,29.0,PIX,452.0,1.0,423.0,2.0,41.52616869918699,0
CNPJ_03642,9339036,-136568,2015-04-12,Obras de infraestrutura elétrica,2025-02-28,0.0,0.0,0.0,0,1701.0,1.0,1701.0,1.0,68.38377950910902,0
CNPJ_09627,469449,25109,2017-11-05,Produção de ferro-gusa,2025-02-28,0.0,0.0,0.0,0,116.0,2.0,116.0,2.0,18.69644350631248,0
CNPJ_09952,86141,-1686,2022-07-31,Seguros de vida,2025-01-31,163336.0,4.0,40834.0,BOLETO,973201.0,31.0,809865.0,35.0,51.09193357058125,0
CNPJ_08963,81807,1492,2022-06-10,Geração de energia elétrica,2025-03-31,0.0,0.0,0.0,0,35.0,1.0,35.0,1.0,54.8304289544236,0
CNPJ_08446,2708754,225341,2018-05-15,Cultivo de milho,2025-03-31,0.0,0.0,0.0,0,1888.0,3.0,1888.0,3.0,12.020688645208818,0
CNPJ_09699,2124411,-139372,2022-06-13,Distribuição de energia elétrica,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.242738857159257,0
CNPJ_04224,16306269,-1196772,2020-03-07,Cultivo de arroz,2025-05-31,2774.0,1.0,2774.0,PIX,0.0,0.0,-2774.0,1.0,13.62520931305211,0
CNPJ_02997,280192,14749,2019-09-08,Defesa nacional,2025-01-31,0.0,0.0,0.0,0,10563.0,7.0,10563.0,7.0,18.997355752932403,0
CNPJ_03638,1797520,-114995,2022-10-31,Produção cinematográfica,2025-02-28,33.0,1.0,33.0,BOLETO,0.0,0.0,-33.0,1.0,15.631288316883342,0
CNPJ_02471,921634,-88346,2015-01-06,Geração de energia elétrica,2025-03-31,4613.0,7.0,659.0,PIX,0.0,0.0,-4613.0,7.0,10.432096529554252,0
CNPJ_06087,154613,1312,2022-09-04,Atividades de bancos múltiplos,2025-04-30,154.0,1.0,154.0,BOLETO,1661.0,3.0,1507.0,4.0,117.8452743902439,0
CNPJ_08918,12615992,-769075,2009-03-28,Fabricação de caminhões e ônibus,2025-03-31,0.0,0.0,0.0,0,30.0,1.0,30.0,1.0,16.404111432565095,0
CNPJ_07650,1917796,-31606,2015-11-19,Fabricação de caminhões e ônibus,2025-02-28,0.0,0.0,0.0,0,195.0,3.0,195.0,3.0,60.67822565335696,0
CNPJ_07956,233745,1589,2019-06-03,Fabricação de móveis,2025-03-31,0.0,0.0,0.0,0,395.0,3.0,395.0,3.0,147.1019509125236,0
CNPJ_02855,112040169,4425736,2013-01-26,Atividades hospitalares,2025-01-31,21.0,1.0,21.0,BOLETO,0.0,0.0,-21.0,1.0,25.31560151803,3
CNPJ_03390,2414501,-145207,2018-03-24,Cultivo de trigo,2025-02-28,251.0,1.0,251.0,SISTEMICO,0.0,0.0,-251.0,1.0,16.627993140826543,0
CNPJ_03049,2838519,-183057,2020-12-14,Correios e entregas expressas,2025-02-28,0.0,0.0,0.0,0,563.0,7.0,563.0,7.0,15.506202985955197,0
CNPJ_02333,46828463,210757,2001-05-03,Produção de ferro-gusa,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,222.19173265893895,0
CNPJ_00578,71147,5814,2023-05-28,Engenharia civil,2025-04-30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.23718610251118,0
CNPJ_04735,152062,447,2021-08-07,Fabricação de caminhões e ônibus,2025-04-30,0.0,0.0,0.0,0,82.0,1.0,82.0,1.0,340.1834451901566,0
CNPJ_09539,227075,17442,2020-08-13,Distribuição de energia elétrica,2025-02-28,1122.0,1.0,1122.0,PIX,11037.0,9.0,9915.0,10.0,13.01886251576654,0
CNPJ_09587,2285543,-48106,2021-11-10,Educação superior,2025-04-30,155529.0,4.0,38882.25,PIX,0.0,0.0,-155529.0,4.0,47.51056001330395,0
CNPJ_05573,206585,-7802,2022-12-08,Atividades hospitalares,2025-01-31,2374375.0,18.0,131909.72,PIX,9802637.0,131.0,7428262.0,149.0,26.478467059728278,1
CNPJ_07751,195263,-11634,2023-02-18,Televisão por assinatura,2025-05-31,7756118.0,44.0,176275.41,PIX,3359909.0,38.0,-4396209.0,82.0,16.78382327660306,0
CNPJ_00964,1024155,-52864,2019-04-11,Restaurantes e similares,2025-04-30,30313.0,12.0,2526.08,PIX,8626.0,10.0,-21687.0,22.0,19.37339210048426,0
CNPJ_05496,834864,15863,2022-11-02,Cultivo de soja,2025-04-30,0.0,0.0,0.0,0,62.0,1.0,62.0,1.0,52.62964130366261,0
CNPJ_00263,1276873,104458,2015-02-11,Comércio varejista de alimentos,2025-03-31,82.0,2.0,41.0,PIX,0.0,0.0,-82.0,2.0,12.223793294912788,0
CNPJ_04660,2756612,2649,2014-10-13,Geração de energia elétrica,2025-05-31,0.0,0.0,0.0,0,4289.0,3.0,4289.0,3.0,1040.6236315590788,0
CNPJ_01746,2238475,127189,2019-02-03,Comércio atacadista de calçados,2025-03-31,93.0,1.0,93.0,PIX,0.0,0.0,-93.0,1.0,17.599595877001942,0
CNPJ_07249,1251334,147254,2021-01-04,Engenharia civil,2025-05-31,756607.0,8.0,94575.88,PIX,118912.0,4.0,-637695.0,12.0,8.497792929224333,0
CNPJ_06228,240229,-13461,2022-09-29,Transporte ferroviário de carga,2025-04-30,109.0,1.0,109.0,PIX,0.0,0.0,-109.0,1.0,17.846296709011217,0
CNPJ_08787,380293,893,2021-04-13,Transporte rodoviário de carga,2025-03-31,2043038.0,21.0,97287.52,PIX,0.0,0.0,-2043038.0,21.0,425.8600223964166,0
CNPJ_05620,209504,-10108,2021-01-28,Engenharia civil,2025-04-30,5146708.0,29.0,177472.69,PIX,26383267.0,287.0,21236559.0,316.0,20.726553225168185,1
CNPJ_06000,2579200,22742,2017-12-23,Transporte ferroviário de carga,2025-05-31,60092.0,2.0,30046.0,PIX,0.0,0.0,-60092.0,2.0,113.41130947146247,0
CNPJ_09513,2942121,-98504,2020-12-22,Extração de petróleo e gás natural,2025-05-31,32.0,1.0,32.0,BOLETO,0.0,0.0,-32.0,1.0,29.868035815804436,0
CNPJ_04515,640374,36240,2022-11-30,Obras de infraestrutura elétrica,2025-05-31,82.0,1.0,82.0,PIX,28.0,1.0,-54.0,2.0,17.670364238410595,0
CNPJ_08684,279334,22472,2023-03-07,Fabricação de automóveis,2025-03-31,665.0,1.0,665.0,PIX,0.0,0.0,-665.0,1.0,12.430313278746883,0
CNPJ_01549,207570,-7648,2019-08-14,Produção cinematográfica,2025-04-30,575.0,1.0,575.0,TED,0.0,0.0,-575.0,1.0,27.140428870292887,0
CNPJ_01965,2445504,325142,2021-08-20,Consultoria empresarial,2025-04-30,0.0,0.0,0.0,0,110.0,2.0,110.0,2.0,7.521341444661102,0
CNPJ_09434,87900,-2116,2023-01-13,Padaria e confeitaria,2025-01-31,176.0,1.0,176.0,PIX,0.0,0.0,-176.0,1.0,41.540642722117205,0
CNPJ_02374,163725791,-2397568,2010-08-09,Distribuição de energia elétrica,2025-03-31,26.0,1.0,26.0,BOLETO,0.0,0.0,-26.0,1.0,68.28827837208371,3
CNPJ_01623,572795,4632,2015-12-28,Defesa nacional,2025-03-31,1239.0,9.0,137.67,PIX,0.0,0.0,-1239.0,9.0,123.66040587219344,0
CNPJ_02452,71222,-5400,2020-01-30,Transporte rodoviário de carga,2025-02-28,0.0,0.0,0.0,0,210.0,3.0,210.0,3.0,13.18925925925926,0
CNPJ_01800,1510617,-107417,2017-07-15,Comércio varejista de combustíveis,2025-02-28,6437.0,6.0,1072.83,PIX,0.0,0.0,-6437.0,6.0,14.063109191282573,0
CNPJ_01389,804290,-43461,2020-06-08,Construção de barragens,2025-04-30,433.0,4.0,108.25,PIX,0.0,0.0,-433.0,4.0,18.506016888704817,0
CNPJ_00769,8002007,-433552,2000-06-23,Distribuição de energia elétrica,2025-03-31,53243.0,9.0,5915.89,PIX,14718.0,7.0,-38525.0,16.0,18.456856386315827,0
CNPJ_04829,1093600,-85926,2020-06-25,Engenharia civil,2025-01-31,18.0,1.0,18.0,PIX,9.0,1.0,-9.0,2.0,12.727230407559992,0
CNPJ_04590,27986258,228704,2008-12-11,Seguros de vida,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,122.36890478522456,0
CNPJ_01508,117961,8828,2022-07-23,Fabricação de papel,2025-01-31,11122.0,3.0,3707.33,PIX,0.0,0.0,-11122.0,3.0,13.3621431807884,0
CNPJ_08613,2662906,-100262,2019-09-26,Obras de infraestrutura elétrica,2025-02-28,4882.0,1.0,4882.0,TED,10755.0,5.0,5873.0,6.0,26.559474177654543,0
CNPJ_09303,174598705,9267310,1996-05-03,Cultivo de soja,2025-02-28,0.0,0.0,0.0,0,57.0,1.0,57.0,1.0,18.840278894306977,3
CNPJ_08310,347731,11405,2022-04-14,Comércio varejista de combustíveis,2025-04-30,22.0,1.0,22.0,PIX,0.0,0.0,-22.0,1.0,30.489346777729065,0
CNPJ_01739,184012811,17082751,2013-02-18,Construção de rodovias,2025-01-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.771848808192544,3
CNPJ_05876,2219279,-320065,2022-09-29,Restaurantes e similares,2025-04-30,71601.0,5.0,14320.2,PIX,368601.0,38.0,297000.0,43.0,6.933838439067064,0
CNPJ_07068,948081,-12311,2021-02-10,Defesa nacional,2025-05-31,31848.0,4.0,7962.0,PIX,178492.0,18.0,146644.0,22.0,77.01088457477053,0
CNPJ_05115,239996,-19350,2021-03-15,Cultivo de trigo,2025-01-31,0.0,0.0,0.0,0,28.0,1.0,28.0,1.0,12.402894056847543,0
CNPJ_04907,2377058,-96716,2020-01-19,Fabricação de móveis,2025-03-31,170.0,1.0,170.0,TED,315.0,1.0,145.0,2.0,24.57771206418793,0
CNPJ_07636,2349271,-177509,2017-08-04,Fabricação de produtos químicos,2025-01-31,683.0,1.0,683.0,BOLETO,1925.0,2.0,1242.0,3.0,13.234658524356512,0
CNPJ_04399,1850993,-155231,2015-11-21,Consultoria empresarial,2025-02-28,488.0,1.0,488.0,PIX,1891.0,1.0,1403.0,2.0,11.924119537978884,0
CNPJ_06171,13783673,-1031906,2014-09-27,Comércio varejista de alimentos,2025-04-30,1261.0,1.0,1261.0,PIX,0.0,0.0,-1261.0,1.0,13.357488957327508,0
CNPJ_09184,69998190,4880504,1997-09-01,Transporte ferroviário de carga,2025-01-31,0.0,0.0,0.0,0,21382.0,7.0,21382.0,7.0,14.342410128134308,3
CNPJ_06797,219584,-17091,2021-02-10,Administração pública,2025-04-30,9753.0,2.0,4876.5,PIX,0.0,0.0,-9753.0,2.0,12.84793165993798,0
CNPJ_07623,1507917,3313,2020-03-23,Comércio varejista de combustíveis,2025-04-30,1471.0,1.0,1471.0,BOLETO,0.0,0.0,-1471.0,1.0,455.1515242982192,0
CNPJ_01656,64985,-482,2023-03-27,Serviços de tecnologia da informação,2025-01-31,84.0,1.0,84.0,SISTEMICO,0.0,0.0,-84.0,1.0,134.82365145228215,0
CNPJ_04327,96745,-5740,2023-02-11,Armazenamento geral,2025-01-31,0.0,0.0,0.0,0,723.0,6.0,723.0,6.0,16.85452961672474,0
CNPJ_07378,264542,18592,2021-09-29,Cultivo de arroz,2025-03-31,0.0,0.0,0.0,0,39.0,1.0,39.0,1.0,14.22880808950086,0
CNPJ_09045,25891061,1035494,2002-08-15,Comércio atacadista de medicamentos,2025-02-28,345.0,1.0,345.0,BOLETO,0.0,0.0,-345.0,1.0,25.003583796719248,0
CNPJ_04329,1450114,11838,2021-05-29,Produção de ferro-gusa,2025-05-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,122.49653657712452,0
CNPJ_09662,177078347,-10318093,2006-03-03,Correios e entregas expressas,2025-01-31,78308.0,5.0,15661.6,PIX,270670.0,17.0,192362.0,22.0,17.161925851996102,3
CNPJ_05915,630609,75429,2017-01-19,Comércio varejista de combustíveis,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.36029908920972,0
CNPJ_05467,1245604,-31463,2021-04-12,Fabricação de móveis,2025-03-31,0.0,0.0,0.0,0,34.0,1.0,34.0,1.0,39.58948606299463,0
CNPJ_03611,161203,-557,2019-05-26,Cultivo de trigo,2025-02-28,122847.0,7.0,17549.57,PIX,128287.0,13.0,5440.0,20.0,289.4129263913824,0
CNPJ_01671,240974,19473,2019-02-23,Administração pública,2025-02-28,0.0,0.0,0.0,0,62.0,1.0,62.0,1.0,12.374775329944026,0
CNPJ_01220,1395487,-62085,2022-01-04,Hotéis e pousadas,2025-01-31,13229.0,7.0,1889.86,PIX,0.0,0.0,-13229.0,7.0,22.47703954256261,0
CNPJ_08864,2400205,-359612,2022-03-15,Padaria e confeitaria,2025-04-30,50.0,1.0,50.0,PIX,251.0,3.0,201.0,4.0,6.674429663081321,0
CNPJ_02558,95464,582,2021-08-17,Educação superior,2025-02-28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,164.0274914089347,0
CNPJ_09144,2668455,201034,2017-06-19,Produção de ferro-gusa,2025-04-30,65.0,1.0,65.0,SISTEMICO,0.0,0.0,-65.0,1.0,13.273650228319587,0
CNPJ_05509,582426,45887,2020-01-30,Construção de barragens,2025-04-30,277.0,1.0,277.0,PIX,8282.0,5.0,8005.0,6.0,12.692614465970754,0
CNPJ_01853,283852,-5875,2020-01-14,Cultivo de trigo,2025-02-28,14453647.0,238.0,60729.61,PIX,2933748.0,51.0,-11519899.0,289.0,48.31523404255319,2
CNPJ_03239,16083429,64613,2005-01-05,Comércio atacadista de tecidos,2025-02-28,0.0,0.0,0.0,0,8.0,1.0,8.0,1.0,248.9193970253664,0
CNPJ_09951,156717882,4137601,1997-05-30,Comércio varejista de combustíveis,2025-03-31,10879.0,3.0,3626.33,PIX,4123.0,3.0,-6756.0,6.0,37.87650911723968,3
CNPJ_07985,467956,-45899,2021-02-07,Engenharia civil,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.195341946447636,0
CNPJ_02091,1150286,100265,2014-04-08,Comércio atacadista de bebidas,2025-03-31,9141.0,9.0,1015.67,BOLETO,66.0,1.0,-9075.0,10.0,11.47245798633621,0
CNPJ_08990,182410680,15794669,2004-03-29,Comércio atacadista de tecidos,2025-05-31,2984.0,1.0,2984.0,PIX,147324.0,31.0,144340.0,32.0,11.548876396206849,3
CNPJ_00640,848327,-66015,2022-10-05,Serviços de tecnologia da informação,2025-05-31,7922.0,9.0,880.22,PIX,17672.0,10.0,9750.0,19.0,12.850518821479966,0
CNPJ_08912,2224385,175607,2019-01-22,Televisão por assinatura,2025-03-31,860963.0,23.0,37433.17,PIX,856436.0,33.0,-4527.0,56.0,12.666835604503238,0
CNPJ_08571,2485144,-158920,2018-05-06,Administração pública,2025-01-31,0.0,0.0,0.0,0,77.0,1.0,77.0,1.0,15.637704505411527,0
CNPJ_08432,168835204,-14087253,2009-12-04,Comércio varejista de combustíveis,2025-04-30,321090.0,10.0,32109.0,PIX,590809.0,31.0,269719.0,41.0,11.984962859685988,3
CNPJ_00526,1854462,128508,2015-12-16,Telecomunicações sem fio,2025-05-31,3499.0,3.0,1166.33,PIX,4368.0,2.0,869.0,5.0,14.430712484825849,0
CNPJ_05550,30277625,4489518,1999-12-05,Serviços de tecnologia da informação,2025-04-30,43242.0,4.0,10810.5,PIX,612262.0,33.0,569020.0,37.0,6.74407029886059,0
CNPJ_09488,161870087,-10488587,2000-01-01,Transporte ferroviário de carga,2025-03-31,3261.0,2.0,1630.5,PIX,6729.0,5.0,3468.0,7.0,15.43297366937987,3
CNPJ_06038,135433,-11475,2020-04-01,Planos de saúde,2025-03-31,4519.0,1.0,4519.0,PIX,0.0,0.0,-4519.0,1.0,11.80244008714597,0
CNPJ_09371,211892,-30733,2020-02-13,Comércio atacadista de medicamentos,2025-02-28,18569.0,3.0,6189.67,PIX,87640.0,3.0,69071.0,6.0,6.89460840139264,0
CNPJ_04735,152062,8460,2021-08-07,Fabricação de caminhões e ônibus,2025-05-31,0.0,0.0,0.0,0,82.0,1.0,82.0,1.0,17.974231678486998,0
CNPJ_06916,20101609,515538,2013-01-13,Telecomunicações sem fio,2025-01-31,770.0,1.0,770.0,TED,4371.0,4.0,3601.0,5.0,38.991517599090656,0
CNPJ_04999,155012,15048,2023-02-09,Hotéis e pousadas,2025-02-28,80.0,1.0,80.0,PIX,0.0,0.0,-80.0,1.0,10.301169590643276,0
CNPJ_06751,23549193,-456493,2012-07-01,Fabricação de caminhões e ônibus,2025-02-28,279468.0,6.0,46578.0,PIX,192506.0,7.0,-86962.0,13.0,51.58719410812433,0
CNPJ_09960,1704874,59298,2014-10-20,Construção de rodovias,2025-03-31,100835.0,5.0,20167.0,PIX,0.0,0.0,-100835.0,5.0,28.750952814597458,0
CNPJ_08857,240586,13500,2021-11-06,Comércio atacadista de bebidas,2025-03-31,317.0,1.0,317.0,SISTEMICO,1125.0,3.0,808.0,4.0,17.821185185185186,0
CNPJ_08912,2224385,-30421,2019-01-22,Televisão por assinatura,2025-04-30,860963.0,23.0,37433.17,PIX,856436.0,33.0,-4527.0,56.0,73.1200486506032,0
CNPJ_05844,17487342,-300910,2017-08-17,Comércio atacadista de alimentos,2025-01-31,126.0,1.0,126.0,PIX,0.0,0.0,-126.0,1.0,58.11485826326809,0
CNPJ_05770,74878,5810,2023-07-31,Produção de alumínio,2025-02-28,96.0,1.0,96.0,TED,0.0,0.0,-96.0,1.0,12.887779690189328,0
CNPJ_07099,2108668,172125,2019-03-07,Extração de minério de ferro,2025-03-31,2374844.0,25.0,94993.76,PIX,32754.0,1.0,-2342090.0,26.0,12.250794480755266,0
CNPJ_04727,346320,23070,2020-05-17,Produção de alumínio,2025-04-30,0.0,0.0,0.0,0,620.0,2.0,620.0,2.0,15.011703511053316,0
CNPJ_00931,1720816,-160582,2015-08-29,Engenharia civil,2025-03-31,2135.0,3.0,711.67,BOLETO,3710.0,7.0,1575.0,10.0,10.71612011308864,0
CNPJ_02314,98625501,72212,1994-02-15,Televisão aberta,2025-02-28,5796.0,6.0,966.0,PIX,657.0,3.0,-5139.0,9.0,1365.7771699994462,3
CNPJ_08294,171673,-5404,2023-06-18,Atividades de bancos múltiplos,2025-01-31,216949.0,11.0,19722.64,PIX,510905.0,36.0,293956.0,47.0,31.76776461880089,0
CNPJ_09409,1460861,197129,2021-11-26,Geração de energia elétrica,2025-05-31,0.0,0.0,0.0,0,6058.0,6.0,6058.0,6.0,7.410685388755587,0
CNPJ_02320,91360,316,2023-03-18,Seguros de vida,2025-03-31,5983.0,6.0,997.17,TED,0.0,0.0,-5983.0,6.0,289.11392405063293,0
CNPJ_00487,10501166,-1039019,2016-01-15,Correios e entregas expressas,2025-03-31,315624.0,33.0,9564.36,PIX,81519.0,8.0,-234105.0,41.0,10.106808441424072,0
CNPJ_02611,277898,5377,2020-05-15,Planos de saúde,2025-03-31,94751.0,15.0,6316.73,PIX,15499.0,2.0,-79252.0,17.0,51.68272270782965,0
CNPJ_02466,18721034,1199757,2011-10-14,Fabricação de automóveis,2025-02-28,83.0,6.0,13.83,PIX,0.0,0.0,-83.0,6.0,15.604021481016572,0
CNPJ_01513,2389503,-235696,2021-01-31,Construção de rodovias,2025-05-31,0.0,0.0,0.0,0,8415.0,3.0,8415.0,3.0,10.13807192315525,0
CNPJ_08610,2585044,-74158,2021-03-29,Comércio varejista de alimentos,2025-05-31,67.0,1.0,67.0,BOLETO,60.0,3.0,-7.0,4.0,34.85859920709836,0
CNPJ_07673,228365,-15352,2022-10-28,Cultivo de milho,2025-02-28,0.0,0.0,0.0,0,40.0,1.0,40.0,1.0,14.875260552371026,0
CNPJ_08566,21788916,2170067,2010-12-20,Obras de infraestrutura elétrica,2025-01-31,0.0,0.0,0.0,0,2497.0,5.0,2497.0,5.0,10.040665103888497,0
CNPJ_02906,687547,41303,2021-07-01,Comércio atacadista de bebidas,2025-05-31,0.0,0.0,0.0,0,5953.0,7.0,5953.0,7.0,16.646417935743166,0
CNPJ_03295,220142,22721,2021-01-25,Administração pública,2025-04-30,475628.0,11.0,43238.91,PIX,764481.0,28.0,288853.0,39.0,9.688922142511332,0
CNPJ_02929,136601699,6814671,1996-01-01,Fabricação de produtos químicos,2025-02-28,77.0,1.0,77.0,PIX,0.0,0.0,-77.0,1.0,20.045237547051062,3
CNPJ_08384,2219579,-160476,2017-10-06,Comércio varejista de combustíveis,2025-01-31,4975.0,2.0,2487.5,SISTEMICO,1640.0,1.0,-3335.0,3.0,13.831220867917944,0
CNPJ_06547,165014,-10720,2023-06-18,Comércio atacadista de alimentos,2025-03-31,31.0,1.0,31.0,PIX,20.0,1.0,-11.0,2.0,15.393097014925374,0
CNPJ_01161,187009,-12929,2021-02-20,Cultivo de soja,2025-03-31,135.0,1.0,135.0,BOLETO,0.0,0.0,-135.0,1.0,14.464305050661304,0
CNPJ_05332,295269,-22625,2023-07-15,Cultivo de trigo,2025-03-31,174612.0,7.0,24944.57,PIX,103127.0,9.0,-71485.0,16.0,13.050563535911602,0
CNPJ_00417,129416173,6955319,2002-03-24,Televisão por assinatura,2025-01-31,5397.0,3.0,1799.0,PIX,0.0,0.0,-5397.0,3.0,18.60679186677132,3
CNPJ_08314,1471280,40761,2018-10-28,Correios e entregas expressas,2025-04-30,22.0,1.0,22.0,PIX,0.0,0.0,-22.0,1.0,36.09528716174775,0
CNPJ_00759,2219013,85322,2020-12-05,Televisão aberta,2025-05-31,60830.0,12.0,5069.17,PIX,17488.0,6.0,-43342.0,18.0,26.007512716532663,0
CNPJ_01407,2965738,-150518,2016-12-29,Distribuição de energia elétrica,2025-01-31,0.0,0.0,0.0,0,1601.0,3.0,1601.0,3.0,19.703543762207843,0
CNPJ_07989,184559,19038,2020-09-10,Fabricação de papel,2025-03-31,106.0,1.0,106.0,TED,0.0,0.0,-106.0,1.0,9.694243092761845,0
CNPJ_00658,1522823,-135919,2021-01-27,Fabricação de caminhões e ônibus,2025-03-31,23614.0,15.0,1574.27,PIX,4557.0,4.0,-19057.0,19.0,11.20390085271375,0
CNPJ_06982,139270,-8681,2021-02-11,Armazenamento geral,2025-05-31,24962.0,1.0,24962.0,SISTEMICO,46362.0,6.0,21400.0,7.0,16.043082594171178,0
CNPJ_09902,1457684,87923,2020-01-14,Cultivo de soja,2025-03-31,2796.0,1.0,2796.0,PIX,0.0,0.0,-2796.0,1.0,16.57909761950798,0
CNPJ_02870,84536,4159,2019-02-05,Extração de minério de ferro,2025-04-30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,20.32603991344073,0
CNPJ_01614,23139664,2266421,2016-09-01,Montagem industrial,2025-03-31,1559.0,18.0,86.61,PIX,133.0,2.0,-1426.0,20.0,10.209781854298033,0
CNPJ_08693,2386282,251714,2018-06-08,Correios e entregas expressas,2025-02-28,10013.0,1.0,10013.0,PIX,17367.0,3.0,7354.0,4.0,9.480132213543945,0
CNPJ_04463,1558193,146206,2014-09-03,Educação superior,2025-02-28,40084.0,1.0,40084.0,PIX,105905.0,14.0,65821.0,15.0,10.65751747534301,0
CNPJ_03530,1709064,-16045,2020-06-27,Produção de ferro-gusa,2025-02-28,2392.0,1.0,2392.0,TED,107.0,1.0,-2285.0,2.0,106.51692115923964,0
CNPJ_09805,2613667,-134753,2015-12-20,Construção de rodovias,2025-03-31,723.0,1.0,723.0,PIX,11356.0,7.0,10633.0,8.0,19.395983762884686,0
CNPJ_01445,193922,2209,2020-05-29,Consultoria empresarial,2025-01-31,11501.0,6.0,1916.83,BOLETO,1893.0,1.0,-9608.0,7.0,87.7872340425532,0
CNPJ_08219,38374553,-3559004,2000-03-02,Transporte ferroviário de carga,2025-02-28,14.0,1.0,14.0,BOLETO,30.0,1.0,16.0,2.0,10.78238546514699,0
CNPJ_05064,207015,12264,2022-07-28,Transporte rodoviário de carga,2025-05-31,79.0,1.0,79.0,PIX,0.0,0.0,-79.0,1.0,16.879892367906066,0
CNPJ_00647,9030602,359213,2006-08-23,Cultivo de milho,2025-04-30,40845.0,24.0,1701.88,PIX,9310.0,6.0,-31535.0,30.0,25.13996431086848,0
CNPJ_09168,2047438,135140,2014-11-04,Fabricação de caminhões e ônibus,2025-05-31,162025.0,8.0,20253.12,PIX,17079.0,1.0,-144946.0,9.0,15.150495782151843,0
CNPJ_09990,1538624,116307,2020-05-03,Comércio atacadista de tecidos,2025-04-30,2986818.0,21.0,142229.43,PIX,6581221.0,109.0,3594403.0,130.0,13.228988796890986,0
CNPJ_04756,159524028,11289145,2003-01-09,Defesa nacional,2025-05-31,0.0,0.0,0.0,0,250.0,7.0,250.0,7.0,14.130744888120402,3
CNPJ_08346,193905,6005,2021-12-06,Cultivo de milho,2025-05-31,2896.0,1.0,2896.0,PIX,0.0,0.0,-2896.0,1.0,32.29059117402165,0
CNPJ_02970,1818361,-241148,2017-09-16,Produção de alumínio,2025-05-31,0.0,0.0,0.0,0,501.0,1.0,501.0,1.0,7.540435749000614,0
CNPJ_00420,2133717,52342,2015-06-04,Transporte ferroviário de carga,2025-03-31,10.0,1.0,10.0,TED,0.0,0.0,-10.0,1.0,40.7649115433113,0
CNPJ_00897,919704,89928,2015-12-04,Seguros de vida,2025-02-28,0.0,0.0,0.0,0,2400.0,3.0,2400.0,3.0,10.227115025353616,0
CNPJ_05621,2809006,-105437,2017-05-22,Armazenamento geral,2025-05-31,91907.0,9.0,10211.89,PIX,119.0,1.0,-91788.0,10.0,26.64155846619308,0
CNPJ_06350,18990363,-677083,2005-06-27,Restaurantes e similares,2025-04-30,23.0,1.0,23.0,PIX,0.0,0.0,-23.0,1.0,28.047319161757127,0
CNPJ_09313,3748901,148792,2021-05-28,Comércio atacadista de alimentos,2025-02-28,1859027.0,16.0,116189.19,BOLETO,19748792.0,228.0,17889765.0,244.0,25.19558175170708,1
CNPJ_05583,7614641,600270,2015-11-05,Telecomunicações sem fio,2025-01-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12.685359921368718,0
CNPJ_06683,183467004,4382188,2011-09-23,Engenharia civil,2025-01-31,143486.0,7.0,20498.0,PIX,0.0,0.0,-143486.0,7.0,41.86652968790933,3
CNPJ_00680,2798782,-175064,2015-01-06,Cultivo de milho,2025-04-30,108.0,1.0,108.0,BOLETO,0.0,0.0,-108.0,1.0,15.987193255038155,0
CNPJ_08389,205151,365,2019-11-27,Comércio atacadista de calçados,2025-03-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,562.0575342465753,0
CNPJ_06848,15938447,-1421836,2005-05-05,Produção de ferro-gusa,2025-01-31,629.0,1.0,629.0,TED,0.0,0.0,-629.0,1.0,11.209764698600964,0
CNPJ_05982,2867490,-96095,2014-05-03,Construção de barragens,2025-02-28,0.0,0.0,0.0,0,27.0,1.0,27.0,1.0,29.84015817680421,0
CNPJ_03676,238574,-1133,2023-04-19,Comércio varejista de combustíveis,2025-04-30,251722.0,9.0,27969.11,PIX,288586.0,13.0,36864.0,22.0,210.5684024713151,0
CNPJ_07504,2722383,241919,2018-10-27,Produção de ferro-gusa,2025-05-31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11.25328312369016,0
CNPJ_07566,2143499,241282,2018-08-01,Extração de minério de ferro,2025-01-31,0.0,0.0,0.0,0,3190.0,6.0,3190.0,6.0,8.883791579976956,0
